"CWE_ID","CVE_ID"
"CWE-79","CVE-2020-18658"
"CWE-79","CVE-2020-18659"
"CWE-125","CVE-2020-1866"
"CWE-601","CVE-2020-18660"
"CWE-79","CVE-2020-18661"
"CWE-89","CVE-2020-18662"
"CWE-79","CVE-2020-18663"
"CWE-79","CVE-2020-18664"
"CWE-22","CVE-2020-18665"
"CWE-89","CVE-2020-18667"
"CWE-79","CVE-2020-18668"
"CWE-79","CVE-2020-18670"
"CWE-79","CVE-2020-18671"
"CWE-20","CVE-2020-18683"
"CWE-190","CVE-2020-18684"
"CWE-20","CVE-2020-18685"
"CWE-79","CVE-2020-18693"
"CWE-352","CVE-2020-18694"
"CWE-307","CVE-2020-18698"
"CWE-79","CVE-2020-18699"
"CWE-772","CVE-2020-1870"
"CWE-863","CVE-2020-18701"
"CWE-79","CVE-2020-18702"
"CWE-611","CVE-2020-18703"
"CWE-434","CVE-2020-18704"
"CWE-611","CVE-2020-18705"
"NVD-CWE-noinfo","CVE-2020-1871"
"CWE-89","CVE-2020-18713"
"CWE-89","CVE-2020-18714"
"CWE-89","CVE-2020-18716"
"CWE-89","CVE-2020-18717"
"NVD-CWE-noinfo","CVE-2020-1872"
"CWE-79","CVE-2020-18723"
"CWE-79","CVE-2020-18724"
"CWE-125","CVE-2020-1873"
"CWE-20","CVE-2020-18730"
"CWE-20","CVE-2020-18731"
"CWE-787","CVE-2020-18734"
"CWE-787","CVE-2020-18735"
"CWE-79","CVE-2020-18737"
"CWE-824","CVE-2020-1874"
"CWE-862","CVE-2020-18741"
"CWE-89","CVE-2020-18746"
"CWE-79","CVE-2020-18748"
"CWE-824","CVE-2020-1875"
"CWE-120","CVE-2020-18750"
"CWE-862","CVE-2020-18753"
"CWE-668","CVE-2020-18754"
"CWE-125","CVE-2020-18756"
"CWE-862","CVE-2020-18757"
"CWE-77","CVE-2020-18758"
"CWE-312","CVE-2020-18759"
"CWE-787","CVE-2020-1876"
"CWE-79","CVE-2020-18766"
"CWE-824","CVE-2020-1877"
"CWE-125","CVE-2020-18771"
"CWE-119","CVE-2020-18773"
"CWE-369","CVE-2020-18774"
"CWE-787","CVE-2020-18775"
"CWE-125","CVE-2020-18776"
"CWE-787","CVE-2020-18778"
"CWE-287","CVE-2020-1878"
"CWE-354","CVE-2020-1879"
"CWE-20","CVE-2020-1880"
"NVD-CWE-noinfo","CVE-2020-1881"
"NVD-CWE-noinfo","CVE-2020-1882"
"CWE-401","CVE-2020-1883"
"CWE-59","CVE-2020-1885"
"CWE-787","CVE-2020-1886"
"CWE-120","CVE-2020-1886"
"CWE-295","CVE-2020-1887"
"CWE-74","CVE-2020-18875"
"CWE-89","CVE-2020-18877"
"CWE-22","CVE-2020-18878"
"CWE-434","CVE-2020-18879"
"CWE-125","CVE-2020-1888"
"CWE-77","CVE-2020-18885"
"CWE-434","CVE-2020-18886"
"CWE-862","CVE-2020-18888"
"CWE-352","CVE-2020-18889"
"NVD-CWE-noinfo","CVE-2020-1889"
"CWE-281","CVE-2020-18890"
"CWE-416","CVE-2020-18897"
"CWE-787","CVE-2020-18898"
"CWE-770","CVE-2020-18899"
"CWE-20","CVE-2020-1890"
"CWE-125","CVE-2020-18900"
"CWE-787","CVE-2020-1891"
"CWE-89","CVE-2020-18913"
"CWE-352","CVE-2020-18917"
"CWE-125","CVE-2020-1892"
"CWE-125","CVE-2020-1893"
"CWE-787","CVE-2020-1894"
"CWE-190","CVE-2020-1895"
"CWE-787","CVE-2020-1896"
"CWE-352","CVE-2020-18964"
"CWE-416","CVE-2020-1897"
"CWE-787","CVE-2020-18971"
"CWE-668","CVE-2020-18972"
"CWE-120","CVE-2020-18974"
"CWE-120","CVE-2020-18976"
"CWE-79","CVE-2020-18979"
"CWE-674","CVE-2020-1898"
"NVD-CWE-noinfo","CVE-2020-18980"
"CWE-79","CVE-2020-18982"
"CWE-79","CVE-2020-18984"
"CWE-601","CVE-2020-18985"
"CWE-119","CVE-2020-1899"
"CWE-79","CVE-2020-18998"
"CWE-79","CVE-2020-18999"
"CWE-416","CVE-2020-1900"
"CWE-79","CVE-2020-19000"
"CWE-77","CVE-2020-19001"
"CWE-79","CVE-2020-19002"
"CWE-287","CVE-2020-19003"
"CWE-863","CVE-2020-19005"
"CWE-79","CVE-2020-19007"
"CWE-400","CVE-2020-1901"
"CWE-319","CVE-2020-1902"
"CWE-400","CVE-2020-1903"
"CWE-287","CVE-2020-19037"
"CWE-862","CVE-2020-19038"
"CWE-22","CVE-2020-1904"
"CWE-79","CVE-2020-19042"
"CWE-79","CVE-2020-19046"
"CWE-352","CVE-2020-19047"
"CWE-79","CVE-2020-19048"
"CWE-79","CVE-2020-19049"
"CWE-330","CVE-2020-1905"
"CWE-787","CVE-2020-1906"
"CWE-787","CVE-2020-1907"
"CWE-552","CVE-2020-1908"
"CWE-416","CVE-2020-1909"
"CWE-787","CVE-2020-1910"
"CWE-89","CVE-2020-19107"
"CWE-89","CVE-2020-19108"
"CWE-89","CVE-2020-19109"
"CWE-843","CVE-2020-1911"
"CWE-89","CVE-2020-19110"
"CWE-269","CVE-2020-19111"
"CWE-89","CVE-2020-19112"
"CWE-434","CVE-2020-19113"
"CWE-89","CVE-2020-19114"
"CWE-79","CVE-2020-19118"
"CWE-125","CVE-2020-1912"
"CWE-787","CVE-2020-1912"
"CWE-681","CVE-2020-1913"
"CWE-787","CVE-2020-19131"
"CWE-312","CVE-2020-19137"
"CWE-434","CVE-2020-19138"
"CWE-670","CVE-2020-1914"
"CWE-78","CVE-2020-19142"
"CWE-787","CVE-2020-19143"
"CWE-787","CVE-2020-19144"
"CWE-22","CVE-2020-19146"
"CWE-22","CVE-2020-19147"
"CWE-79","CVE-2020-19148"
"CWE-125","CVE-2020-1915"
"CWE-863","CVE-2020-19150"
"CWE-77","CVE-2020-19151"
"CWE-863","CVE-2020-19154"
"CWE-22","CVE-2020-19155"
"CWE-79","CVE-2020-19156"
"CWE-79","CVE-2020-19157"
"CWE-79","CVE-2020-19158"
"CWE-352","CVE-2020-19159"
"CWE-787","CVE-2020-1916"
"CWE-89","CVE-2020-19165"
"CWE-787","CVE-2020-1917"
"CWE-125","CVE-2020-1918"
"CWE-125","CVE-2020-1919"
"CWE-352","CVE-2020-19199"
"NVD-CWE-noinfo","CVE-2020-1920"
"CWE-79","CVE-2020-19201"
"CWE-79","CVE-2020-19202"
"CWE-79","CVE-2020-19203"
"CWE-79","CVE-2020-19204"
"CWE-787","CVE-2020-1921"
"CWE-918","CVE-2020-1925"
"CWE-190","CVE-2020-15986"
"CWE-416","CVE-2020-15986"
"CWE-416","CVE-2020-15987"
"NVD-CWE-noinfo","CVE-2020-15988"
"CWE-908","CVE-2020-15989"
"NVD-CWE-noinfo","CVE-2020-1599"
"CWE-416","CVE-2020-15990"
"CWE-416","CVE-2020-15991"
"NVD-CWE-noinfo","CVE-2020-15992"
"CWE-416","CVE-2020-15993"
"CWE-416","CVE-2020-15994"
"CWE-787","CVE-2020-15995"
"CWE-416","CVE-2020-15996"
"CWE-416","CVE-2020-15997"
"CWE-416","CVE-2020-15998"
"CWE-787","CVE-2020-15999"
"CWE-835","CVE-2020-1600"
"CWE-787","CVE-2020-16000"
"CWE-787","CVE-2020-16001"
"CWE-416","CVE-2020-16001"
"CWE-787","CVE-2020-16002"
"CWE-416","CVE-2020-16002"
"CWE-787","CVE-2020-16003"
"CWE-416","CVE-2020-16003"
"CWE-787","CVE-2020-16004"
"CWE-416","CVE-2020-16004"
"CWE-787","CVE-2020-16005"
"CWE-755","CVE-2020-16005"
"CWE-787","CVE-2020-16006"
"CWE-59","CVE-2020-16007"
"CWE-787","CVE-2020-16008"
"CWE-787","CVE-2020-16009"
"CWE-843","CVE-2020-16009"
"NVD-CWE-noinfo","CVE-2020-1601"
"CWE-787","CVE-2020-16010"
"CWE-787","CVE-2020-16011"
"NVD-CWE-noinfo","CVE-2020-16012"
"CWE-787","CVE-2020-16013"
"CWE-416","CVE-2020-16014"
"CWE-20","CVE-2020-16015"
"CWE-787","CVE-2020-16015"
"CWE-843","CVE-2020-16015"
"NVD-CWE-noinfo","CVE-2020-16016"
"CWE-416","CVE-2020-16017"
"CWE-416","CVE-2020-16018"
"NVD-CWE-noinfo","CVE-2020-16019"
"CWE-78","CVE-2020-1602"
"NVD-CWE-noinfo","CVE-2020-16020"
"CWE-362","CVE-2020-16021"
"NVD-CWE-noinfo","CVE-2020-16022"
"CWE-787","CVE-2020-16023"
"CWE-416","CVE-2020-16023"
"CWE-787","CVE-2020-16024"
"CWE-787","CVE-2020-16025"
"CWE-787","CVE-2020-16026"
"CWE-416","CVE-2020-16026"
"CWE-862","CVE-2020-16027"
"CWE-787","CVE-2020-16028"
"CWE-862","CVE-2020-16029"
"CWE-401","CVE-2020-1603"
"CWE-79","CVE-2020-16030"
"CWE-1021","CVE-2020-16031"
"CWE-1021","CVE-2020-16032"
"CWE-1021","CVE-2020-16033"
"NVD-CWE-noinfo","CVE-2020-16034"
"NVD-CWE-noinfo","CVE-2020-16035"
"NVD-CWE-noinfo","CVE-2020-16036"
"CWE-787","CVE-2020-16037"
"CWE-416","CVE-2020-16037"
"CWE-787","CVE-2020-16038"
"CWE-416","CVE-2020-16038"
"CWE-787","CVE-2020-16039"
"CWE-416","CVE-2020-16039"
"NVD-CWE-noinfo","CVE-2020-1604"
"CWE-20","CVE-2020-16040"
"CWE-787","CVE-2020-16040"
"CWE-190","CVE-2020-16040"
"CWE-125","CVE-2020-16041"
"CWE-908","CVE-2020-16042"
"NVD-CWE-noinfo","CVE-2020-16043"
"CWE-787","CVE-2020-16044"
"CWE-416","CVE-2020-16044"
"CWE-416","CVE-2020-16045"
"CWE-79","CVE-2020-16046"
"CWE-125","CVE-2020-16048"
"CWE-78","CVE-2020-1605"
"CWE-22","CVE-2020-1606"
"CWE-79","CVE-2020-1607"
"NVD-CWE-noinfo","CVE-2020-1608"
"CWE-74","CVE-2020-16087"
"CWE-287","CVE-2020-16088"
"CWE-78","CVE-2020-1609"
"CWE-617","CVE-2020-16092"
"CWE-674","CVE-2020-16094"
"CWE-79","CVE-2020-16095"
"NVD-CWE-noinfo","CVE-2020-16096"
"NVD-CWE-noinfo","CVE-2020-16097"
"CWE-306","CVE-2020-16098"
"NVD-CWE-noinfo","CVE-2020-16099"
"CWE-404","CVE-2020-16100"
"CWE-125","CVE-2020-16101"
"CWE-306","CVE-2020-16102"
"CWE-704","CVE-2020-16103"
"CWE-89","CVE-2020-16104"
"NVD-CWE-noinfo","CVE-2020-1611"
"CWE-22","CVE-2020-16116"
"CWE-476","CVE-2020-16117"
"CWE-476","CVE-2020-16118"
"CWE-416","CVE-2020-16119"
"NVD-CWE-Other","CVE-2020-16120"
"CWE-209","CVE-2020-16121"
"NVD-CWE-noinfo","CVE-2020-16122"
"CWE-269","CVE-2020-16122"
"CWE-362","CVE-2020-16123"
"CWE-190","CVE-2020-16124"
"CWE-754","CVE-2020-16125"
"NVD-CWE-noinfo","CVE-2020-16126"
"CWE-835","CVE-2020-16127"
"CWE-209","CVE-2020-16128"
"NVD-CWE-noinfo","CVE-2020-1613"
"CWE-79","CVE-2020-16131"
"NVD-CWE-noinfo","CVE-2020-16134"
"CWE-476","CVE-2020-16135"
"CWE-22","CVE-2020-16136"
"NVD-CWE-noinfo","CVE-2020-16137"
"NVD-CWE-noinfo","CVE-2020-16138"
"NVD-CWE-noinfo","CVE-2020-16139"
"CWE-798","CVE-2020-1614"
"CWE-79","CVE-2020-16140"
"CWE-134","CVE-2020-16142"
"CWE-427","CVE-2020-16143"
"CWE-276","CVE-2020-16144"
"CWE-79","CVE-2020-16145"
"CWE-120","CVE-2020-16146"
"CWE-78","CVE-2020-16147"
"CWE-78","CVE-2020-16148"
"CWE-798","CVE-2020-1615"
"CWE-203","CVE-2020-16150"
"CWE-829","CVE-2020-16152"
"CWE-347","CVE-2020-16154"
"NVD-CWE-noinfo","CVE-2020-16155"
"CWE-347","CVE-2020-16156"
"CWE-79","CVE-2020-16157"
"CWE-787","CVE-2020-16158"
"CWE-125","CVE-2020-16159"
"CWE-307","CVE-2020-1616"
"CWE-369","CVE-2020-16160"
"CWE-369","CVE-2020-16161"
"CWE-295","CVE-2020-16162"
"CWE-295","CVE-2020-16163"
"CWE-295","CVE-2020-16164"
"CWE-89","CVE-2020-16165"
"CWE-330","CVE-2020-16166"
"CWE-306","CVE-2020-16167"
"CWE-346","CVE-2020-16168"
"CWE-287","CVE-2020-16169"
"CWE-665","CVE-2020-1617"
"CWE-798","CVE-2020-16170"
"CWE-918","CVE-2020-16171"
"CWE-287","CVE-2020-1618"
"NVD-CWE-noinfo","CVE-2020-1619"
"CWE-79","CVE-2020-16192"
"CWE-79","CVE-2020-16193"
"CWE-639","CVE-2020-16194"
"CWE-295","CVE-2020-16197"
"CWE-693","CVE-2020-16198"
"CWE-787","CVE-2020-16199"
"CWE-532","CVE-2020-1620"
"CWE-757","CVE-2020-16200"
"CWE-125","CVE-2020-16201"
"CWE-732","CVE-2020-16202"
"CWE-824","CVE-2020-16203"
"CWE-912","CVE-2020-16204"
"CWE-78","CVE-2020-16205"
"CWE-79","CVE-2020-16206"
"CWE-787","CVE-2020-16207"
"CWE-352","CVE-2020-16208"
"CWE-532","CVE-2020-1621"
"CWE-79","CVE-2020-16210"
"CWE-125","CVE-2020-16211"
"CWE-668","CVE-2020-16212"
"CWE-787","CVE-2020-16213"
"CWE-1236","CVE-2020-16214"
"CWE-20","CVE-2020-16215"
"CWE-20","CVE-2020-16216"
"CWE-415","CVE-2020-16217"
"CWE-79","CVE-2020-16218"
"CWE-125","CVE-2020-16219"
"CWE-532","CVE-2020-1622"
"CWE-1286","CVE-2020-16220"
"CWE-787","CVE-2020-16221"
"CWE-287","CVE-2020-16222"
"CWE-787","CVE-2020-16223"
"CWE-130","CVE-2020-16224"
"CWE-787","CVE-2020-16225"
"CWE-342","CVE-2020-16226"
"CWE-20","CVE-2020-16227"
"CWE-299","CVE-2020-16228"
"CWE-843","CVE-2020-16229"
"CWE-532","CVE-2020-1623"
"NVD-CWE-Other","CVE-2020-16230"
"CWE-404","CVE-2020-16233"
"CWE-121","CVE-2020-16234"
"CWE-125","CVE-2020-16236"
"CWE-20","CVE-2020-16237"
"CWE-287","CVE-2020-16239"
"CWE-532","CVE-2020-1624"
"CWE-639","CVE-2020-16240"
"CWE-863","CVE-2020-16241"
"CWE-79","CVE-2020-16242"
"CWE-787","CVE-2020-16243"
"NVD-CWE-Other","CVE-2020-16244"
"CWE-22","CVE-2020-16245"
"CWE-79","CVE-2020-16246"
"CWE-16","CVE-2020-16247"
"CWE-918","CVE-2020-16248"
"CWE-401","CVE-2020-1625"
"CWE-345","CVE-2020-16250"
"CWE-290","CVE-2020-16250"
"CWE-287","CVE-2020-16251"
"CWE-352","CVE-2020-16252"
"CWE-352","CVE-2020-16253"
"CWE-74","CVE-2020-16254"
"CWE-79","CVE-2020-16255"
"CWE-352","CVE-2020-16256"
"CWE-78","CVE-2020-16257"
"CWE-798","CVE-2020-16258"
"NVD-CWE-noinfo","CVE-2020-16259"
"NVD-CWE-noinfo","CVE-2020-1626"
"CWE-862","CVE-2020-16260"
"CWE-284","CVE-2020-16261"
"CWE-269","CVE-2020-16262"
"CWE-668","CVE-2020-16263"
"CWE-79","CVE-2020-16266"
"CWE-89","CVE-2020-16267"
"CWE-74","CVE-2020-16268"
"CWE-668","CVE-2020-16268"
"NVD-CWE-noinfo","CVE-2020-16269"
"NVD-CWE-noinfo","CVE-2020-1627"
"CWE-79","CVE-2020-16270"
"CWE-330","CVE-2020-16271"
"CWE-20","CVE-2020-16272"
"CWE-191","CVE-2020-16273"
"CWE-79","CVE-2020-16275"
"CWE-89","CVE-2020-16276"
"CWE-89","CVE-2020-16277"
"CWE-79","CVE-2020-16278"
"CWE-78","CVE-2020-16279"
"NVD-CWE-noinfo","CVE-2020-1628"
"CWE-522","CVE-2020-16280"
"CWE-116","CVE-2020-16281"
"CWE-78","CVE-2020-16282"
"CWE-787","CVE-2020-16287"
"CWE-78","CVE-2020-15433"
"CWE-78","CVE-2020-15434"
"CWE-78","CVE-2020-15435"
"CWE-416","CVE-2020-15436"
"CWE-476","CVE-2020-15437"
"NVD-CWE-noinfo","CVE-2020-1544"
"NVD-CWE-noinfo","CVE-2020-1545"
"NVD-CWE-noinfo","CVE-2020-1546"
"CWE-835","CVE-2020-15466"
"CWE-78","CVE-2020-15467"
"CWE-89","CVE-2020-15468"
"CWE-476","CVE-2020-15469"
"NVD-CWE-noinfo","CVE-2020-1547"
"CWE-787","CVE-2020-15470"
"CWE-125","CVE-2020-15471"
"CWE-125","CVE-2020-15472"
"CWE-125","CVE-2020-15473"
"CWE-787","CVE-2020-15474"
"CWE-416","CVE-2020-15475"
"CWE-125","CVE-2020-15476"
"CWE-78","CVE-2020-15477"
"CWE-209","CVE-2020-15478"
"CWE-120","CVE-2020-15479"
"NVD-CWE-noinfo","CVE-2020-1548"
"NVD-CWE-noinfo","CVE-2020-15480"
"NVD-CWE-noinfo","CVE-2020-15481"
"CWE-287","CVE-2020-15482"
"CWE-319","CVE-2020-15482"
"CWE-306","CVE-2020-15483"
"CWE-312","CVE-2020-15484"
"CWE-312","CVE-2020-15485"
"NVD-CWE-noinfo","CVE-2020-15486"
"CWE-89","CVE-2020-15487"
"CWE-434","CVE-2020-15488"
"CWE-78","CVE-2020-15489"
"NVD-CWE-noinfo","CVE-2020-1549"
"CWE-120","CVE-2020-15490"
"CWE-22","CVE-2020-15492"
"CWE-269","CVE-2020-15495"
"CWE-281","CVE-2020-15496"
"CWE-79","CVE-2020-15497"
"CWE-295","CVE-2020-15498"
"CWE-79","CVE-2020-15499"
"NVD-CWE-noinfo","CVE-2020-1550"
"CWE-79","CVE-2020-15500"
"NVD-CWE-noinfo","CVE-2020-15501"
"CWE-200","CVE-2020-15502"
"CWE-20","CVE-2020-15503"
"CWE-89","CVE-2020-15504"
"NVD-CWE-noinfo","CVE-2020-15505"
"NVD-CWE-noinfo","CVE-2020-15506"
"NVD-CWE-noinfo","CVE-2020-15507"
"CWE-319","CVE-2020-15509"
"NVD-CWE-noinfo","CVE-2020-1551"
"NVD-CWE-noinfo","CVE-2020-15511"
"CWE-863","CVE-2020-15513"
"CWE-79","CVE-2020-15514"
"NVD-CWE-noinfo","CVE-2020-15515"
"CWE-352","CVE-2020-15516"
"CWE-79","CVE-2020-15516"
"CWE-79","CVE-2020-15517"
"CWE-862","CVE-2020-15518"
"NVD-CWE-noinfo","CVE-2020-1552"
"CWE-79","CVE-2020-15521"
"CWE-362","CVE-2020-15522"
"CWE-427","CVE-2020-15523"
"CWE-908","CVE-2020-15523"
"NVD-CWE-noinfo","CVE-2020-15525"
"CWE-295","CVE-2020-15526"
"CWE-732","CVE-2020-15528"
"CWE-667","CVE-2020-15529"
"CWE-732","CVE-2020-15529"
"NVD-CWE-noinfo","CVE-2020-1553"
"CWE-362","CVE-2020-15530"
"CWE-120","CVE-2020-15531"
"CWE-120","CVE-2020-15532"
"CWE-89","CVE-2020-15533"
"CWE-79","CVE-2020-15535"
"CWE-79","CVE-2020-15536"
"CWE-79","CVE-2020-15537"
"CWE-79","CVE-2020-15538"
"CWE-89","CVE-2020-15539"
"CWE-787","CVE-2020-1554"
"CWE-89","CVE-2020-15540"
"NVD-CWE-noinfo","CVE-2020-15541"
"NVD-CWE-noinfo","CVE-2020-15542"
"CWE-20","CVE-2020-15543"
"CWE-787","CVE-2020-1555"
"NVD-CWE-noinfo","CVE-2020-1556"
"CWE-79","CVE-2020-15562"
"CWE-119","CVE-2020-15563"
"CWE-119","CVE-2020-15564"
"CWE-20","CVE-2020-15564"
"CWE-400","CVE-2020-15565"
"CWE-755","CVE-2020-15566"
"CWE-362","CVE-2020-15567"
"CWE-913","CVE-2020-15568"
"CWE-416","CVE-2020-15569"
"NVD-CWE-noinfo","CVE-2020-1557"
"CWE-770","CVE-2020-15570"
"CWE-125","CVE-2020-15572"
"CWE-79","CVE-2020-15573"
"NVD-CWE-noinfo","CVE-2020-15574"
"CWE-79","CVE-2020-15575"
"NVD-CWE-noinfo","CVE-2020-15576"
"NVD-CWE-noinfo","CVE-2020-15577"
"CWE-276","CVE-2020-15578"
"NVD-CWE-noinfo","CVE-2020-15579"
"NVD-CWE-noinfo","CVE-2020-1558"
"NVD-CWE-noinfo","CVE-2020-15580"
"CWE-532","CVE-2020-15581"
"CWE-119","CVE-2020-15582"
"CWE-22","CVE-2020-15583"
"CWE-119","CVE-2020-15584"
"CWE-20","CVE-2020-15584"
"CWE-362","CVE-2020-15586"
"CWE-787","CVE-2020-15588"
"CWE-190","CVE-2020-15588"
"NVD-CWE-Other","CVE-2020-15589"
"NVD-CWE-noinfo","CVE-2020-1559"
"CWE-863","CVE-2020-15590"
"CWE-22","CVE-2020-15592"
"NVD-CWE-noinfo","CVE-2020-15593"
"CWE-918","CVE-2020-15594"
"NVD-CWE-noinfo","CVE-2020-15595"
"CWE-427","CVE-2020-15596"
"CWE-79","CVE-2020-15597"
"CWE-835","CVE-2020-15598"
"CWE-79","CVE-2020-15599"
"NVD-CWE-noinfo","CVE-2020-1560"
"CWE-352","CVE-2020-15600"
"CWE-287","CVE-2020-15601"
"CWE-426","CVE-2020-15602"
"CWE-125","CVE-2020-15603"
"CWE-295","CVE-2020-15604"
"CWE-494","CVE-2020-15604"
"CWE-287","CVE-2020-15605"
"CWE-78","CVE-2020-15606"
"CWE-78","CVE-2020-15607"
"CWE-78","CVE-2020-15608"
"CWE-78","CVE-2020-15609"
"NVD-CWE-noinfo","CVE-2020-1561"
"CWE-78","CVE-2020-15610"
"CWE-78","CVE-2020-15611"
"CWE-78","CVE-2020-15612"
"CWE-78","CVE-2020-15613"
"CWE-78","CVE-2020-15614"
"CWE-78","CVE-2020-15615"
"CWE-89","CVE-2020-15616"
"CWE-89","CVE-2020-15617"
"CWE-89","CVE-2020-15618"
"CWE-89","CVE-2020-15619"
"NVD-CWE-noinfo","CVE-2020-1562"
"CWE-89","CVE-2020-15620"
"CWE-89","CVE-2020-15621"
"CWE-89","CVE-2020-15622"
"CWE-749","CVE-2020-15623"
"CWE-89","CVE-2020-15624"
"CWE-89","CVE-2020-15625"
"CWE-89","CVE-2020-15626"
"CWE-89","CVE-2020-15627"
"CWE-89","CVE-2020-15628"
"CWE-787","CVE-2020-15629"
"NVD-CWE-noinfo","CVE-2020-1563"
"CWE-125","CVE-2020-15630"
"CWE-78","CVE-2020-15631"
"CWE-303","CVE-2020-15632"
"CWE-288","CVE-2020-15633"
"CWE-134","CVE-2020-15634"
"CWE-121","CVE-2020-15635"
"CWE-121","CVE-2020-15636"
"CWE-416","CVE-2020-15637"
"CWE-843","CVE-2020-15638"
"CWE-22","CVE-2020-15639"
"NVD-CWE-noinfo","CVE-2020-1564"
"CWE-22","CVE-2020-15640"
"CWE-22","CVE-2020-15641"
"CWE-78","CVE-2020-15642"
"CWE-22","CVE-2020-15643"
"CWE-22","CVE-2020-15644"
"CWE-434","CVE-2020-15645"
"NVD-CWE-noinfo","CVE-2020-15646"
"CWE-200","CVE-2020-15647"
"CWE-1021","CVE-2020-15648"
"CWE-434","CVE-2020-15649"
"NVD-CWE-noinfo","CVE-2020-1565"
"NVD-CWE-noinfo","CVE-2020-15650"
"NVD-CWE-noinfo","CVE-2020-15651"
"CWE-346","CVE-2020-15652"
"NVD-CWE-Other","CVE-2020-15653"
"CWE-835","CVE-2020-15654"
"NVD-CWE-noinfo","CVE-2020-15655"
"CWE-843","CVE-2020-15656"
"CWE-427","CVE-2020-15657"
"CWE-754","CVE-2020-15658"
"CWE-787","CVE-2020-15659"
"NVD-CWE-noinfo","CVE-2020-1566"
"CWE-352","CVE-2020-15660"
"CWE-522","CVE-2020-15661"
"NVD-CWE-Other","CVE-2020-15662"
"CWE-269","CVE-2020-15663"
"CWE-863","CVE-2020-15664"
"NVD-CWE-Other","CVE-2020-15665"
"CWE-209","CVE-2020-15666"
"CWE-787","CVE-2020-15667"
"CWE-667","CVE-2020-15668"
"CWE-416","CVE-2020-15669"
"NVD-CWE-noinfo","CVE-2020-1567"
"CWE-362","CVE-2020-15670"
"CWE-416","CVE-2020-15670"
"CWE-617","CVE-2020-15670"
"CWE-200","CVE-2020-15671"
"CWE-362","CVE-2020-15671"
"CWE-416","CVE-2020-15673"
"CWE-787","CVE-2020-15674"
"CWE-667","CVE-2020-15674"
"CWE-416","CVE-2020-15675"
"CWE-79","CVE-2020-15676"
"CWE-601","CVE-2020-15677"
"CWE-416","CVE-2020-15678"
"NVD-CWE-noinfo","CVE-2020-1568"
"NVD-CWE-noinfo","CVE-2020-15680"
"NVD-CWE-noinfo","CVE-2020-15681"
"CWE-346","CVE-2020-15682"
"CWE-787","CVE-2020-15683"
"CWE-416","CVE-2020-15683"
"CWE-416","CVE-2020-15684"
"NVD-CWE-Other","CVE-2020-15687"
"CWE-294","CVE-2020-15688"
"CWE-476","CVE-2020-15689"
"CWE-787","CVE-2020-1569"
"CWE-74","CVE-2020-15690"
"CWE-88","CVE-2020-15692"
"CWE-74","CVE-2020-15693"
"CWE-20","CVE-2020-15694"
"CWE-352","CVE-2020-15695"
"CWE-79","CVE-2020-15696"
"CWE-732","CVE-2020-15697"
"NVD-CWE-noinfo","CVE-2020-15698"
"CWE-345","CVE-2020-15699"
"CWE-787","CVE-2020-1570"
"CWE-352","CVE-2020-15700"
"CWE-755","CVE-2020-15701"
"CWE-367","CVE-2020-15702"
"CWE-22","CVE-2020-15703"
"CWE-20","CVE-2020-15704"
"CWE-347","CVE-2020-15705"
"CWE-362","CVE-2020-15706"
"CWE-416","CVE-2020-15706"
"CWE-668","CVE-2020-24511"
"CWE-203","CVE-2020-24512"
"NVD-CWE-noinfo","CVE-2020-24513"
"CWE-287","CVE-2020-24514"
"CWE-269","CVE-2020-24515"
"NVD-CWE-Other","CVE-2020-24516"
"CWE-732","CVE-2020-24525"
"CWE-918","CVE-2020-24548"
"CWE-434","CVE-2020-24549"
"CWE-601","CVE-2020-24550"
"CWE-601","CVE-2020-24551"
"CWE-78","CVE-2020-24552"
"CWE-79","CVE-2020-24553"
"CWE-601","CVE-2020-24554"
"CWE-59","CVE-2020-24556"
"NVD-CWE-noinfo","CVE-2020-24557"
"CWE-125","CVE-2020-24558"
"CWE-59","CVE-2020-24559"
"CWE-295","CVE-2020-24560"
"CWE-77","CVE-2020-24561"
"CWE-59","CVE-2020-24562"
"CWE-287","CVE-2020-24563"
"CWE-125","CVE-2020-24564"
"CWE-125","CVE-2020-24565"
"CWE-532","CVE-2020-24566"
"NVD-CWE-noinfo","CVE-2020-24567"
"CWE-89","CVE-2020-24568"
"CWE-89","CVE-2020-24569"
"CWE-352","CVE-2020-24570"
"CWE-918","CVE-2020-24570"
"CWE-22","CVE-2020-24571"
"CWE-78","CVE-2020-24572"
"CWE-400","CVE-2020-24573"
"CWE-798","CVE-2020-24574"
"CWE-269","CVE-2020-24576"
"CWE-312","CVE-2020-24577"
"CWE-427","CVE-2020-24578"
"CWE-732","CVE-2020-24578"
"CWE-287","CVE-2020-24579"
"CWE-306","CVE-2020-24580"
"CWE-78","CVE-2020-24581"
"CWE-79","CVE-2020-24582"
"CWE-276","CVE-2020-24583"
"CWE-276","CVE-2020-24584"
"NVD-CWE-noinfo","CVE-2020-24585"
"NVD-CWE-Other","CVE-2020-24586"
"CWE-326","CVE-2020-24587"
"CWE-306","CVE-2020-24588"
"CWE-611","CVE-2020-24589"
"CWE-776","CVE-2020-24590"
"CWE-611","CVE-2020-24591"
"CWE-116","CVE-2020-24592"
"CWE-20","CVE-2020-24593"
"CWE-89","CVE-2020-24593"
"CWE-79","CVE-2020-24594"
"NVD-CWE-noinfo","CVE-2020-24595"
